技能名,属性,分类,耗能,威力,技能描述,可学习精灵,技能图标,技能图标文件,属性图标,分类图标,技能组,Wiki地址
雾气环绕,冰,状态,,,,,https://patchwiki.biligame.com/images/rocom/c/ca/t7tp6zheis16fkag44yp7blo2y48153.png,雾气环绕.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E9%9B%BE%E6%B0%94%E7%8E%AF%E7%BB%95
霜天,冰,状态,,,,,https://patchwiki.biligame.com/images/rocom/d/d4/cl0rnprrfkoclkfjmmam9ejoj14a3e3.png,霜天.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E9%9C%9C%E5%A4%A9
冰天雪地,冰,防御,,,,,https://patchwiki.biligame.com/images/rocom/c/cc/ggrokgdoshk6pnwmjmdm1nl7qtpcbg8.png,冰天雪地.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%B0%E5%A4%A9%E9%9B%AA%E5%9C%B0
冰墙,冰,防御,,,,,https://patchwiki.biligame.com/images/rocom/5/52/outbjhewtffpotx4fm7z3lwzbgsqvxj.png,冰墙.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%B0%E5%A2%99
冰锥,冰,物攻,,,,,https://patchwiki.biligame.com/images/rocom/4/49/hyokjxgrcxum1ud8wash9n7uf8t0dgn.png,冰锥.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%B0%E9%94%A5
冷风,冰,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/b/bd/2dd206ad9midguyh626gvba96h9fqgv.png,冷风.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%B7%E9%A3%8E
冰爪,冰,物攻,,,,,https://patchwiki.biligame.com/images/rocom/b/bd/dshfsy17e0nthmbe8on2zgx9qm7i1dm.png,冰爪.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%B0%E7%88%AA
打雪仗,冰,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/a/ac/ez5eb53e6tzyuxrvkpitrxwa1lp42ql.png,打雪仗.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E6%89%93%E9%9B%AA%E4%BB%97
滚雪球,冰,物攻,,,,,https://patchwiki.biligame.com/images/rocom/2/2c/63shyy6a6z5y6qm7u2ffy2az1wblzvh.png,滚雪球.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E6%BB%9A%E9%9B%AA%E7%90%83
丢冰块,冰,物攻,,,,,https://patchwiki.biligame.com/images/rocom/d/d1/o2uych2f7to2st6k1k9nsf0o47pyby0.png,丢冰块.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E4%B8%A2%E5%86%B0%E5%9D%97
寒风吹,冰,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/8/8d/9u5o2amh4f45p3ei9yqca2gw87ujkdz.png,寒风吹.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%AF%92%E9%A3%8E%E5%90%B9
雪球,冰,状态,,,,,https://patchwiki.biligame.com/images/rocom/f/f2/b835rr4w3vmdd19pdtvhvfeatkj0tpw.png,雪球.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E9%9B%AA%E7%90%83
碎冰冰,冰,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/8/80/hyokjxgrcxum1ud8wash9n7uf8t0dgn.png,碎冰冰.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E7%A2%8E%E5%86%B0%E5%86%B0
冰捆缚,冰,状态,,,,,https://patchwiki.biligame.com/images/rocom/a/a1/7uip3b5qv5th86mg2kh9styok57o9s9.png,冰捆缚.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%B0%E6%8D%86%E7%BC%9A
速冻,冰,状态,,,,,https://patchwiki.biligame.com/images/rocom/0/06/7vtyg8ffhsbk1giv71aha31yalyy2cz.png,速冻.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E9%80%9F%E5%86%BB
冰蛋壳,冰,防御,,,,,https://patchwiki.biligame.com/images/rocom/5/5e/m4kbexhj8pa8ityoq4sdgy4wy01p5in.png,冰蛋壳.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%B0%E8%9B%8B%E5%A3%B3
雪替身,冰,防御,,,,,https://patchwiki.biligame.com/images/rocom/3/3c/jlzhrih3ngp2bkhdj85sa1tl5jsf5qa.png,雪替身.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E9%9B%AA%E6%9B%BF%E8%BA%AB
冬至,冰,状态,,,,,https://patchwiki.biligame.com/images/rocom/a/af/hyokjxgrcxum1ud8wash9n7uf8t0dgn.png,冬至.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%AC%E8%87%B3
霜冻,冰,状态,,,,,https://patchwiki.biligame.com/images/rocom/1/15/hyokjxgrcxum1ud8wash9n7uf8t0dgn.png,霜冻.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E9%9C%9C%E5%86%BB
冰点,冰,状态,,,,,https://patchwiki.biligame.com/images/rocom/1/14/8o9xjh6vtasltba2lbla85xi7ut2fzv.png,冰点.png,https://patchwiki.biligame.com/images/rocom/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png,,0,https://wiki.biligame.com/rocom/%E5%86%B0%E7%82%B9
龙吼,龙,物攻,,,,,https://patchwiki.biligame.com/images/rocom/4/42/rg146gyx4xcvwp3795u3qd1udpm1pmu.png,龙吼.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E9%BE%99%E5%90%BC
吹炎,龙,物攻,,,,,https://patchwiki.biligame.com/images/rocom/e/ee/jjr3y20ar9ul6o31tgwdmy5pzjyan0c.png,吹炎.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E5%90%B9%E7%82%8E
怨力打击,龙,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/4/4c/eiy877x2gsgrw746j37lxzwc95032ji.png,怨力打击.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E6%80%A8%E5%8A%9B%E6%89%93%E5%87%BB
升龙咆哮,龙,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/e/e9/h5mznzxstkiuigtrwdnrsahmio6oqcb.png,升龙咆哮.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E5%8D%87%E9%BE%99%E5%92%86%E5%93%AE
龙之利爪,龙,物攻,,,,,https://patchwiki.biligame.com/images/rocom/a/ae/aka5nex2sn781pcst74c8r98jwni2ek.png,龙之利爪.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E9%BE%99%E4%B9%8B%E5%88%A9%E7%88%AA
龙吟,龙,状态,,,,,https://patchwiki.biligame.com/images/rocom/c/ca/havprnws18esgbkwd4ijpddrall694f.png,龙吟.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E9%BE%99%E5%90%9F
架势,龙,状态,,,,,https://patchwiki.biligame.com/images/rocom/c/c8/bmsupk070zqszjcve47h7sc6yvxiht3.png,架势.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E6%9E%B6%E5%8A%BF
龙爪,龙,物攻,,,,,https://patchwiki.biligame.com/images/rocom/8/87/eiy877x2gsgrw746j37lxzwc95032ji.png,龙爪.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E9%BE%99%E7%88%AA
龙息环爆,龙,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/2/21/rg146gyx4xcvwp3795u3qd1udpm1pmu.png,龙息环爆.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E9%BE%99%E6%81%AF%E7%8E%AF%E7%88%86
角击,龙,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/6/6b/rg146gyx4xcvwp3795u3qd1udpm1pmu.png,角击.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E8%A7%92%E5%87%BB
龙炮,龙,物攻,,,,,https://patchwiki.biligame.com/images/rocom/3/35/hyefnypzc7xbdu539mxxsak5ay0sduu.png,龙炮.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E9%BE%99%E7%82%AE
隼鳞,龙,物攻,,,,,https://patchwiki.biligame.com/images/rocom/b/b3/pbea2ur973gfcga57hnl3istvt0ng6r.png,隼鳞.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E9%9A%BC%E9%B3%9E
龙威,龙,状态,,,,,https://patchwiki.biligame.com/images/rocom/5/50/rg146gyx4xcvwp3795u3qd1udpm1pmu.png,龙威.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E9%BE%99%E5%A8%81
龙血,龙,防御,,,,,https://patchwiki.biligame.com/images/rocom/6/62/rg146gyx4xcvwp3795u3qd1udpm1pmu.png,龙血.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E9%BE%99%E8%A1%80
绵里藏针,龙,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/a/a0/e568of38aok4b9h3mbbco9qf6pw1lrt.png,绵里藏针.png,https://patchwiki.biligame.com/images/rocom/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png,,0,https://wiki.biligame.com/rocom/%E7%BB%B5%E9%87%8C%E8%97%8F%E9%92%88
导电撞击,电,物攻,,,,,https://patchwiki.biligame.com/images/rocom/7/72/7k1chqqykpmtloiw6fhq62mfxximdqz.png,导电撞击.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E5%AF%BC%E7%94%B5%E6%92%9E%E5%87%BB
电弧,电,物攻,,,,,https://patchwiki.biligame.com/images/rocom/2/25/b69akjg816w6nxjfvrod3ha9ao5gqvy.png,电弧.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E7%94%B5%E5%BC%A7
触电,电,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/c/c2/0gmd35pypu7webhf151k4e44cxgtp0q.png,触电.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E8%A7%A6%E7%94%B5
超导,电,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/8/81/5g3numw6tzro7hnckz51ew5i1dbkgnp.png,超导.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E8%B6%85%E5%AF%BC
引雷,电,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/5/5e/3vwra9o4951oy3bc1a3bi0odozgsicl.png,引雷.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E5%BC%95%E9%9B%B7
闪击折返,电,物攻,,,,,https://patchwiki.biligame.com/images/rocom/3/32/l0hz5e5574letobfyhyr5493nxhtkfe.png,闪击折返.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E9%97%AA%E5%87%BB%E6%8A%98%E8%BF%94
落雷,电,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/c/c2/0x1bkfnldho634i45w0uakw9hdqhuod.png,落雷.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E8%90%BD%E9%9B%B7
雷暴,电,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/b/ba/po3os3uqfdov4n6qaoqrl734hhparyk.png,雷暴.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E9%9B%B7%E6%9A%B4
麻痹,电,状态,,,,,https://patchwiki.biligame.com/images/rocom/d/d4/p0e89icdz5hoaaikyhi3vwpkusnldlj.png,麻痹.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E9%BA%BB%E7%97%B9
增程电池,电,状态,,,,,https://patchwiki.biligame.com/images/rocom/f/fa/161l6v1c0yy8vn9mx6dpbtvc2yfe844.png,增程电池.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E5%A2%9E%E7%A8%8B%E7%94%B5%E6%B1%A0
加大功率,电,状态,,,,,https://patchwiki.biligame.com/images/rocom/3/3c/65a5atbzalyqt9d9wz9cpo9y22w1na0.png,加大功率.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E5%8A%A0%E5%A4%A7%E5%8A%9F%E7%8E%87
集中,电,防御,,,,,https://patchwiki.biligame.com/images/rocom/5/51/j0r3fyeme8ibytepaq1qgu6jwbgn7sj.png,集中.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E9%9B%86%E4%B8%AD
电流,电,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/a/a3/jn4py2wyehcqpfkwbwzm4v2yae4dnrl.png,电流.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E7%94%B5%E6%B5%81
球状闪电,电,物攻,,,,,https://patchwiki.biligame.com/images/rocom/e/e5/4zk7plooi0580fjzshoh7f0ph6cwkhr.png,球状闪电.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E7%90%83%E7%8A%B6%E9%97%AA%E7%94%B5
磁干扰,电,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/e/ee/4xco72v4orp5bkj9el7nq15opixsl33.png,磁干扰.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E7%A3%81%E5%B9%B2%E6%89%B0
离子火花,电,物攻,,,,,https://patchwiki.biligame.com/images/rocom/f/f0/lcvu16fktj9xsw26xkxnds1s7kpe2pd.png,离子火花.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E7%A6%BB%E5%AD%90%E7%81%AB%E8%8A%B1
交叉闪电,电,物攻,,,,,https://patchwiki.biligame.com/images/rocom/5/57/bqktezkurbhfmyj0spc796aj8vsh7u9.png,交叉闪电.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E4%BA%A4%E5%8F%89%E9%97%AA%E7%94%B5
超导加速,电,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/f/f5/kl51lv1vt5xt8vbali4l73nswahxfd1.png,超导加速.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E8%B6%85%E5%AF%BC%E5%8A%A0%E9%80%9F
双联脉冲,电,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/1/15/7ngy3lbc0lefpn66xmd3yj8ezcu0ej5.png,双联脉冲.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E5%8F%8C%E8%81%94%E8%84%89%E5%86%B2
过载回路,电,状态,,,,,https://patchwiki.biligame.com/images/rocom/1/15/srriixrhzxqzt1wodr33910szv6yf11.png,过载回路.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E8%BF%87%E8%BD%BD%E5%9B%9E%E8%B7%AF
远程访问,电,状态,,,,,https://patchwiki.biligame.com/images/rocom/1/1b/6jd04ojfbtilzpzvh211geez68sa6wi.png,远程访问.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E8%BF%9C%E7%A8%8B%E8%AE%BF%E9%97%AE
感电,电,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/8/8b/5mzd6fuv30eb6bazzmk8u7yadye7k97.png,感电.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E6%84%9F%E7%94%B5
强制重启,电,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/2/2d/d972dlwxj7ffdelqdybyxc72v8cuq0t.png,强制重启.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E5%BC%BA%E5%88%B6%E9%87%8D%E5%90%AF
电离爆破,电,状态,,,,,https://patchwiki.biligame.com/images/rocom/a/a4/9fzl7k9vpdqvihhrvgyi6xtxufd8vza.png,电离爆破.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E7%94%B5%E7%A6%BB%E7%88%86%E7%A0%B4
电磁偏转,电,防御,,,,,https://patchwiki.biligame.com/images/rocom/3/36/n94xtdht2fww0gzadh36v6zrlmtbl7p.png,电磁偏转.png,https://patchwiki.biligame.com/images/rocom/0/02/iqzkamzcra945jsw5z6o8h9p30fv7db.png,,0,https://wiki.biligame.com/rocom/%E7%94%B5%E7%A3%81%E5%81%8F%E8%BD%AC
毒针,毒,物攻,,,,,https://patchwiki.biligame.com/images/rocom/0/0f/el31afswhn8b25lfk1qt4nknpqs59c9.png,毒针.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E6%AF%92%E9%92%88
腐蚀酸液,毒,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/0/0a/56684c5aqv2rl7j0i0aeyvdlv1mrr09.png,腐蚀酸液.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E8%85%90%E8%9A%80%E9%85%B8%E6%B6%B2
连续毒针,毒,物攻,,,,,https://patchwiki.biligame.com/images/rocom/1/16/jtnhnw78hdh1sbw4xn6rdg1wajt02hv.png,连续毒针.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E8%BF%9E%E7%BB%AD%E6%AF%92%E9%92%88
毒囊,毒,物攻,,,,,https://patchwiki.biligame.com/images/rocom/f/ff/pi136ogwbvl9y155fcmqwp5jflr7r6u.png,毒囊.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E6%AF%92%E5%9B%8A
毒液渗透,毒,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/0/0b/dkpwubnyefitw7vuqw3uhy582f1uo9u.png,毒液渗透.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E6%AF%92%E6%B6%B2%E6%B8%97%E9%80%8F
感染病,毒,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/c/ce/auk6r6tgj6p09ru4b1skckwcl4ytd6b.png,感染病.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E6%84%9F%E6%9F%93%E7%97%85
毒孢子,毒,状态,,,,,https://patchwiki.biligame.com/images/rocom/8/8f/dkpwubnyefitw7vuqw3uhy582f1uo9u.png,毒孢子.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E6%AF%92%E5%AD%A2%E5%AD%90
毒雾,毒,状态,,,,,https://patchwiki.biligame.com/images/rocom/4/4c/g0pabxs6lyeit4gp23ngsxc9k5l4x08.png,毒雾.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E6%AF%92%E9%9B%BE
剧毒,毒,状态,,,,,https://patchwiki.biligame.com/images/rocom/f/f0/qfb4lc1kn10dr1y5vrg2c0p9bn2mzej.png,剧毒.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E5%89%A7%E6%AF%92
以毒攻毒,毒,状态,,,,,https://patchwiki.biligame.com/images/rocom/c/cc/ffxewgo3l4q8okwskg6w61v90t3nf54.png,以毒攻毒.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E4%BB%A5%E6%AF%92%E6%94%BB%E6%AF%92
落井下毒,毒,状态,,,,,https://patchwiki.biligame.com/images/rocom/1/16/auk6r6tgj6p09ru4b1skckwcl4ytd6b.png,落井下毒.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E8%90%BD%E4%BA%95%E4%B8%8B%E6%AF%92
毒泡泡,毒,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/1/11/7clvl1gylh0arb770x39k1yje7x2p53.png,毒泡泡.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E6%AF%92%E6%B3%A1%E6%B3%A1
溃烂触碰,毒,物攻,,,,,https://patchwiki.biligame.com/images/rocom/6/6e/exs3sq1o8p2575vo4xj85pylzvmd6uw.png,溃烂触碰.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E6%BA%83%E7%83%82%E8%A7%A6%E7%A2%B0
毒沼,毒,物攻,,,,,https://patchwiki.biligame.com/images/rocom/9/9b/0lq0a5e10y7eqvw9l3s6jrx9menzm6d.png,毒沼.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E6%AF%92%E6%B2%BC
瘴气喷射,毒,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/9/9b/2gq1tuvwhtyynjw8rloqlfa3bw177ad.png,瘴气喷射.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E7%98%B4%E6%B0%94%E5%96%B7%E5%B0%84
鸩毒,毒,魔攻,,,,,https://patchwiki.biligame.com/images/rocom/a/a1/ayig5e85cupux5hrlfsarkpgodenbld.png,鸩毒.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E9%B8%A9%E6%AF%92
腐化,毒,状态,,,,,https://patchwiki.biligame.com/images/rocom/6/6a/l17k3ey1wk0x9qs0yvs4goxrdbrtmxm.png,腐化.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E8%85%90%E5%8C%96
疫病吐息,毒,状态,,,,,https://patchwiki.biligame.com/images/rocom/c/c0/el31afswhn8b25lfk1qt4nknpqs59c9.png,疫病吐息.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E7%96%AB%E7%97%85%E5%90%90%E6%81%AF
不可接触,毒,防御,,,,,https://patchwiki.biligame.com/images/rocom/c/cf/jgex2m6o673fj35ammwxwu8v8hjgn3x.png,不可接触.png,https://patchwiki.biligame.com/images/rocom/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png,,0,https://wiki.biligame.com/rocom/%E4%B8%8D%E5%8F%AF%E6%8E%A5%E8%A7%A6
啃咬,虫,物攻,,,,,https://patchwiki.biligame.com/images/rocom/6/63/h73ij4u1006774fua5jl0uw9yv1riem.png,啃咬.png,https://patchwiki.biligame.com/images/rocom/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png,,0,https://wiki.biligame.com/rocom/%E5%95%83%E5%92%AC
