特性名,效果,图标文件,本地URL,远程URL,来源精灵,详情页
诈死,自己力竭时，少损失1点魔力。,诈死.png,/ability-icons/%E8%AF%88%E6%AD%BB.png,https://patchwiki.biligame.com/images/rocom/a/a1/hn7fezlsxy0d70w2c5ly87o9z9f7eeb.png,丢丢（草地附近的样子）|丢丢（沙地附近的样子）|丢丢（雪山附近的样子）|丢丢（火山附近的样子）,https://wiki.biligame.com/rocom/%E4%B8%A2%E4%B8%A2%EF%BC%88%E8%8D%89%E5%9C%B0%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E4%B8%A2%E4%B8%A2%EF%BC%88%E6%B2%99%E5%9C%B0%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E4%B8%A2%E4%B8%A2%EF%BC%88%E9%9B%AA%E5%B1%B1%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E4%B8%A2%E4%B8%A2%EF%BC%88%E7%81%AB%E5%B1%B1%E9%99%84%E8%BF%91%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
贪婪,敌方精灵离场后，其增益和减益会被更换入场的精灵继承。,贪婪.png,/ability-icons/%E8%B4%AA%E5%A9%AA.png,https://patchwiki.biligame.com/images/rocom/0/07/bzmo8chirej4v0ktwukjg0g3oyzk7yi.png,黑羽夫人,https://wiki.biligame.com/rocom/%E9%BB%91%E7%BE%BD%E5%A4%AB%E4%BA%BA
贪心算法,1号位技能获得传动1，且使用后使敌方获得6层灼烧。,贪心算法.png,/ability-icons/%E8%B4%AA%E5%BF%83%E7%AE%97%E6%B3%95.png,https://patchwiki.biligame.com/images/rocom/5/54/qqhagn1w0j0fwmvz9cofvtbkyf0meah.png,贝瑟|贝加尔|贝古斯,https://wiki.biligame.com/rocom/%E8%B4%9D%E7%91%9F|https://wiki.biligame.com/rocom/%E8%B4%9D%E5%8A%A0%E5%B0%94|https://wiki.biligame.com/rocom/%E8%B4%9D%E5%8F%A4%E6%96%AF
起飞加速,本场战斗首次使用的技能获得迅捷。,起飞加速.png,/ability-icons/%E8%B5%B7%E9%A3%9E%E5%8A%A0%E9%80%9F.png,https://patchwiki.biligame.com/images/rocom/a/a8/mq3md4231cg6yk4sabniggabi60kmsf.png,小鹬|高脚鹬|鄙目鹬,https://wiki.biligame.com/rocom/%E5%B0%8F%E9%B9%AC|https://wiki.biligame.com/rocom/%E9%AB%98%E8%84%9A%E9%B9%AC|https://wiki.biligame.com/rocom/%E9%84%99%E7%9B%AE%E9%B9%AC
超级电池,每入场1次，获得双攻永久+30%。,超级电池.png,/ability-icons/%E8%B6%85%E7%BA%A7%E7%94%B5%E6%B1%A0.png,https://patchwiki.biligame.com/images/rocom/b/b6/lyf56mee7xgv1kq0g7mpmndbdbgp18d.png,波普鹿,https://wiki.biligame.com/rocom/%E6%B3%A2%E6%99%AE%E9%B9%BF
超负荷,攻击技能获得迸发：敌方获得全技能能耗+1。,超负荷.png,/ability-icons/%E8%B6%85%E8%B4%9F%E8%8D%B7.png,https://patchwiki.biligame.com/images/rocom/1/10/knuap4nz514iwpl3mqtzimvvt4f8q4d.png,小电企鹅|电企鹅,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%94%B5%E4%BC%81%E9%B9%85|https://wiki.biligame.com/rocom/%E7%94%B5%E4%BC%81%E9%B9%85
身经百练,己方精灵每应对1次，自己入场时水系和武系技能威力+20%。,身经百练.png,/ability-icons/%E8%BA%AB%E7%BB%8F%E7%99%BE%E7%BB%83.png,https://patchwiki.biligame.com/images/rocom/9/92/l0hjynn4kqnqrbfdlg1yjhcj049lvkp.png,海豹战士|海豹船长,https://wiki.biligame.com/rocom/%E6%B5%B7%E8%B1%B9%E6%88%98%E5%A3%AB|https://wiki.biligame.com/rocom/%E6%B5%B7%E8%B1%B9%E8%88%B9%E9%95%BF
连续负荷,自己技能的迸发效果延长1回合。,连续负荷.png,/ability-icons/%E8%BF%9E%E7%BB%AD%E8%B4%9F%E8%8D%B7.png,https://patchwiki.biligame.com/images/rocom/d/d3/7hglkgkq6aoud1iuoolqbkphfmka2z0.png,噼啪鸟,https://wiki.biligame.com/rocom/%E5%99%BC%E5%95%AA%E9%B8%9F
逐魂鸟,能耗小于等于1的攻击技能，无法对自己造成伤害。,逐魂鸟.png,/ability-icons/%E9%80%90%E9%AD%82%E9%B8%9F.png,https://patchwiki.biligame.com/images/rocom/a/a5/34irn0ss5596ajtgpnz6x5er870jmtr.png,斑斑|斑枭,https://wiki.biligame.com/rocom/%E6%96%91%E6%96%91|https://wiki.biligame.com/rocom/%E6%96%91%E6%9E%AD
野性感官,应对成功后，下次行动先手+1。,野性感官.png,/ability-icons/%E9%87%8E%E6%80%A7%E6%84%9F%E5%AE%98.png,https://patchwiki.biligame.com/images/rocom/9/9c/9v6zruevezpiq6tq3i74y04zet0nxsb.png,松仔|松叶羊|针叶巡林,https://wiki.biligame.com/rocom/%E6%9D%BE%E4%BB%94|https://wiki.biligame.com/rocom/%E6%9D%BE%E5%8F%B6%E7%BE%8A|https://wiki.biligame.com/rocom/%E9%92%88%E5%8F%B6%E5%B7%A1%E6%9E%97
铃兰晚钟,首次入场时，失去自己一半的当前生命。,铃兰晚钟.png,/ability-icons/%E9%93%83%E5%85%B0%E6%99%9A%E9%92%9F.png,https://patchwiki.biligame.com/images/rocom/2/23/hastk67o1jebf8mvajw9wbl94seoof6.png,花怨鳗|鳗尾兽,https://wiki.biligame.com/rocom/%E8%8A%B1%E6%80%A8%E9%B3%97|https://wiki.biligame.com/rocom/%E9%B3%97%E5%B0%BE%E5%85%BD
防过载保护,每次行动后脱离。,防过载保护.png,/ability-icons/%E9%98%B2%E8%BF%87%E8%BD%BD%E4%BF%9D%E6%8A%A4.png,https://patchwiki.biligame.com/images/rocom/9/9d/ne3gqhnuu5y70zhqb1iugj5f4q8scy6.png,闪电环|荆棘电环|刺电环,https://wiki.biligame.com/rocom/%E9%97%AA%E7%94%B5%E7%8E%AF|https://wiki.biligame.com/rocom/%E8%8D%86%E6%A3%98%E7%94%B5%E7%8E%AF|https://wiki.biligame.com/rocom/%E5%88%BA%E7%94%B5%E7%8E%AF
陨落,在场时，双方回合结束时触发的效果，触发次数-1。,陨落.png,/ability-icons/%E9%99%A8%E8%90%BD.png,https://patchwiki.biligame.com/images/rocom/0/06/7iw8czxafxsevt0am1d4pl1xycctop0.png,落陨星兔,https://wiki.biligame.com/rocom/%E8%90%BD%E9%99%A8%E6%98%9F%E5%85%94
顺风,若先于敌方攻击，本次技能威力+50%。,顺风.png,/ability-icons/%E9%A1%BA%E9%A3%8E.png,https://patchwiki.biligame.com/images/rocom/4/43/8u2iqdgf02odfpo9tmlybw2w624p2ve.png,雪绒鸟（本来的样子）|雪绒鸟（春天的样子）|雪绒鸟（夏天的样子）|雪绒鸟（秋天的样子）,https://wiki.biligame.com/rocom/%E9%9B%AA%E7%BB%92%E9%B8%9F%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E9%9B%AA%E7%BB%92%E9%B8%9F%EF%BC%88%E6%98%A5%E5%A4%A9%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E9%9B%AA%E7%BB%92%E9%B8%9F%EF%BC%88%E5%A4%8F%E5%A4%A9%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89|https://wiki.biligame.com/rocom/%E9%9B%AA%E7%BB%92%E9%B8%9F%EF%BC%88%E7%A7%8B%E5%A4%A9%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
预警,若敌方技能足够击败自己，回合开始时自己获得速度+50。,预警.png,/ability-icons/%E9%A2%84%E8%AD%A6.png,https://patchwiki.biligame.com/images/rocom/f/f4/e1978zrfb3u8r2oc8j146i2ijrm3923.png,小黑猫|黑猫巫师,https://wiki.biligame.com/rocom/%E5%B0%8F%E9%BB%91%E7%8C%AB|https://wiki.biligame.com/rocom/%E9%BB%91%E7%8C%AB%E5%B7%AB%E5%B8%88
飓风,对本精灵的技能，若其他翼系精灵携带相同技能，则获得迅捷。被敌方精灵击败时，自己额外损失1点魔力。,飓风.png,/ability-icons/%E9%A3%93%E9%A3%8E.png,https://patchwiki.biligame.com/images/rocom/b/b8/8vtwdy9jm6k3phjcartnh9bm8hflyxy.png,里奥|灵羽勇士|圣羽翼王,https://wiki.biligame.com/rocom/%E9%87%8C%E5%A5%A5|https://wiki.biligame.com/rocom/%E7%81%B5%E7%BE%BD%E5%8B%87%E5%A3%AB|https://wiki.biligame.com/rocom/%E5%9C%A3%E7%BE%BD%E7%BF%BC%E7%8E%8B
鼓气,使用能耗为3的技能时，获得攻防+20%。,鼓气.png,/ability-icons/%E9%BC%93%E6%B0%94.png,https://patchwiki.biligame.com/images/rocom/3/37/q3gug447le0776jvexbge62tauua76i.png,逗逗|气球猫|梦想三三,https://wiki.biligame.com/rocom/%E9%80%97%E9%80%97|https://wiki.biligame.com/rocom/%E6%B0%94%E7%90%83%E7%8C%AB|https://wiki.biligame.com/rocom/%E6%A2%A6%E6%83%B3%E4%B8%89%E4%B8%89
