编号,名字,阶段,属性,形态分类,形态,是否有异色,图片文件名,本地URL,来源图片URL,详情页URL
NO.182,海豹船长,最终形态,"武, 水",原始形态,原始形态,否,NO182_海豹船长.png,/icons/NO182_%E6%B5%B7%E8%B1%B9%E8%88%B9%E9%95%BF.png,https://patchwiki.biligame.com/images/rocom/f/fc/nrbg9xhvigh963cwi1nyqt6kl6t68zv.png,https://wiki.biligame.com/rocom/%E6%B5%B7%E8%B1%B9%E8%88%B9%E9%95%BF
NO.183,号儿鱼,Ⅰ阶,水,原始形态,原始形态,否,NO183_号儿鱼.png,/icons/NO183_%E5%8F%B7%E5%84%BF%E9%B1%BC.png,https://patchwiki.biligame.com/images/rocom/a/a1/b8v1gy6rvsqs6g02hko4oa7bj0z04gk.png,https://wiki.biligame.com/rocom/%E5%8F%B7%E5%84%BF%E9%B1%BC
NO.184,圆号鱼,最终形态,水,原始形态,原始形态,否,NO184_圆号鱼.png,/icons/NO184_%E5%9C%86%E5%8F%B7%E9%B1%BC.png,https://patchwiki.biligame.com/images/rocom/e/ed/7zahvzx6o4jiedrqiqa1q6rp8wbdyso.png,https://wiki.biligame.com/rocom/%E5%9C%86%E5%8F%B7%E9%B1%BC
NO.185,甜田螺,Ⅰ阶,"水, 萌",原始形态,原始形态,否,NO185_甜田螺.png,/icons/NO185_%E7%94%9C%E7%94%B0%E8%9E%BA.png,https://patchwiki.biligame.com/images/rocom/5/55/bck3l95dm5ub49vdc3ung79bh0edirl.png,https://wiki.biligame.com/rocom/%E7%94%9C%E7%94%B0%E8%9E%BA
NO.186,壳乙螺,Ⅱ阶,"水, 萌",原始形态,原始形态,否,NO186_壳乙螺.png,/icons/NO186_%E5%A3%B3%E4%B9%99%E8%9E%BA.png,https://patchwiki.biligame.com/images/rocom/9/9e/tefnpfeeyu3n93u9gp0d9sfk11s5tol.png,https://wiki.biligame.com/rocom/%E5%A3%B3%E4%B9%99%E8%9E%BA
NO.187,卡洛儿,最终形态,"水, 萌",原始形态,原始形态,否,NO187_卡洛儿.png,/icons/NO187_%E5%8D%A1%E6%B4%9B%E5%84%BF.png,https://patchwiki.biligame.com/images/rocom/c/c9/t773ll421ypqybexg7xzjb3qs2rt2m0.png,https://wiki.biligame.com/rocom/%E5%8D%A1%E6%B4%9B%E5%84%BF
NO.188,棋棋（白子）,Ⅰ阶,"武, 地",原始形态,原始形态,否,NO188_棋棋（白子）.png,/icons/NO188_%E6%A3%8B%E6%A3%8B%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/b/b5/26ff3g1g1g5v1yzt8la359hajhaxyuo.png,https://wiki.biligame.com/rocom/%E6%A3%8B%E6%A3%8B%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89
NO.189,棋骑士（白子）,最终形态,"武, 地",原始形态,原始形态,否,NO189_棋骑士（白子）.png,/icons/NO189_%E6%A3%8B%E9%AA%91%E5%A3%AB%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/6/6c/8vu1ju9uu71aux8unhdyq9gcfw9if5p.png,https://wiki.biligame.com/rocom/%E6%A3%8B%E9%AA%91%E5%A3%AB%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89
NO.190,棋齐垒（白子）,最终形态,"武, 地",原始形态,原始形态,否,NO190_棋齐垒（白子）.png,/icons/NO190_%E6%A3%8B%E9%BD%90%E5%9E%92%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/9/9d/7ysj4q3d5kvymcqo698ygpsbfzi5m7d.png,https://wiki.biligame.com/rocom/%E6%A3%8B%E9%BD%90%E5%9E%92%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89
NO.191,棋祈督（白子）,最终形态,"武, 地",原始形态,原始形态,否,NO191_棋祈督（白子）.png,/icons/NO191_%E6%A3%8B%E7%A5%88%E7%9D%A3%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/6/69/o85fkrungproeat6rco9guv5ptjw80t.png,https://wiki.biligame.com/rocom/%E6%A3%8B%E7%A5%88%E7%9D%A3%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89
NO.192,棋绮后（白子）,最终形态,"武, 地",原始形态,原始形态,否,NO192_棋绮后（白子）.png,/icons/NO192_%E6%A3%8B%E7%BB%AE%E5%90%8E%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/3/34/9sv0ivcdr9sp5dkfk9miyjnqhf60di8.png,https://wiki.biligame.com/rocom/%E6%A3%8B%E7%BB%AE%E5%90%8E%EF%BC%88%E7%99%BD%E5%AD%90%EF%BC%89
NO.193,奔波鼠,Ⅰ阶,地,原始形态,原始形态,否,NO193_奔波鼠.png,/icons/NO193_%E5%A5%94%E6%B3%A2%E9%BC%A0.png,https://patchwiki.biligame.com/images/rocom/d/d0/qc6wa2f2bpo8uv28uf5hmgw5lmy3evv.png,https://wiki.biligame.com/rocom/%E5%A5%94%E6%B3%A2%E9%BC%A0
NO.194,流浪鼠,最终形态,地,原始形态,原始形态,否,NO194_流浪鼠.png,/icons/NO194_%E6%B5%81%E6%B5%AA%E9%BC%A0.png,https://patchwiki.biligame.com/images/rocom/e/e7/1ewnn289ny2ksdz247u2i3ytq7xnv03.png,https://wiki.biligame.com/rocom/%E6%B5%81%E6%B5%AA%E9%BC%A0
NO.195,呆小路,Ⅰ阶,"草, 萌",原始形态,原始形态,否,NO195_呆小路.png,/icons/NO195_%E5%91%86%E5%B0%8F%E8%B7%AF.png,https://patchwiki.biligame.com/images/rocom/b/be/4zu0yqt23bt4cva2bswky1q5ivje1tw.png,https://wiki.biligame.com/rocom/%E5%91%86%E5%B0%8F%E8%B7%AF
NO.196,舞动路路,Ⅱ阶,"草, 萌",原始形态,原始形态,否,NO196_舞动路路.png,/icons/NO196_%E8%88%9E%E5%8A%A8%E8%B7%AF%E8%B7%AF.png,https://patchwiki.biligame.com/images/rocom/5/5b/plclzvr15shbkq90l2yrk23783kh3e7.png,https://wiki.biligame.com/rocom/%E8%88%9E%E5%8A%A8%E8%B7%AF%E8%B7%AF
NO.197,白发路路,最终形态,"草, 萌",原始形态,原始形态,否,NO197_白发路路.png,/icons/NO197_%E7%99%BD%E5%8F%91%E8%B7%AF%E8%B7%AF.png,https://patchwiki.biligame.com/images/rocom/9/9a/hx21iweu65ojmeo4ws3ucpbsngknrv9.png,https://wiki.biligame.com/rocom/%E7%99%BD%E5%8F%91%E8%B7%AF%E8%B7%AF
NO.198,逗逗,Ⅰ阶,萌,原始形态,原始形态,否,NO198_逗逗.png,/icons/NO198_%E9%80%97%E9%80%97.png,https://patchwiki.biligame.com/images/rocom/2/27/5mkpc1wb4947ua7m9efws2u0sdgfgvq.png,https://wiki.biligame.com/rocom/%E9%80%97%E9%80%97
NO.199,气球猫,Ⅱ阶,萌,原始形态,原始形态,否,NO199_气球猫.png,/icons/NO199_%E6%B0%94%E7%90%83%E7%8C%AB.png,https://patchwiki.biligame.com/images/rocom/3/31/rt7jxpcoc6msmzccuxw2vlait3poir9.png,https://wiki.biligame.com/rocom/%E6%B0%94%E7%90%83%E7%8C%AB
NO.200,梦想三三,最终形态,萌,原始形态,原始形态,否,NO200_梦想三三.png,/icons/NO200_%E6%A2%A6%E6%83%B3%E4%B8%89%E4%B8%89.png,https://patchwiki.biligame.com/images/rocom/a/a5/embzuzv9e1h1sp3btykrnthnsvqzwwh.png,https://wiki.biligame.com/rocom/%E6%A2%A6%E6%83%B3%E4%B8%89%E4%B8%89
NO.201,花怨鳗,Ⅰ阶,"地, 草",原始形态,原始形态,否,NO201_花怨鳗.png,/icons/NO201_%E8%8A%B1%E6%80%A8%E9%B3%97.png,https://patchwiki.biligame.com/images/rocom/0/02/167gulpq7gmilrurzc4r0yattm4ai8z.png,https://wiki.biligame.com/rocom/%E8%8A%B1%E6%80%A8%E9%B3%97
NO.202,鳗尾兽,最终形态,"地, 草",原始形态,原始形态,否,NO202_鳗尾兽.png,/icons/NO202_%E9%B3%97%E5%B0%BE%E5%85%BD.png,https://patchwiki.biligame.com/images/rocom/d/dd/74c75nqv3qyl9jwto5rvywya5suqd2d.png,https://wiki.biligame.com/rocom/%E9%B3%97%E5%B0%BE%E5%85%BD
NO.203,伊雷龙,Ⅰ阶,龙,原始形态,原始形态,否,NO203_伊雷龙.png,/icons/NO203_%E4%BC%8A%E9%9B%B7%E9%BE%99.png,https://patchwiki.biligame.com/images/rocom/6/66/iq3mle7m6g6cwmo5u0xh5afcf6fzsmd.png,https://wiki.biligame.com/rocom/%E4%BC%8A%E9%9B%B7%E9%BE%99
NO.204,伊兰亚龙,最终形态,龙,原始形态,原始形态,否,NO204_伊兰亚龙.png,/icons/NO204_%E4%BC%8A%E5%85%B0%E4%BA%9A%E9%BE%99.png,https://patchwiki.biligame.com/images/rocom/d/df/o0eh3mugruyhxfjm57xlzjqq4y1hki3.png,https://wiki.biligame.com/rocom/%E4%BC%8A%E5%85%B0%E4%BA%9A%E9%BE%99
NO.205,拉特,Ⅰ阶,电,原始形态,原始形态,是,NO205_拉特.png,/icons/NO205_%E6%8B%89%E7%89%B9.png,https://patchwiki.biligame.com/images/rocom/a/a1/4pqv1u751dss8ff0u87y747ot29b4m9.png,https://wiki.biligame.com/rocom/%E6%8B%89%E7%89%B9
NO.205,拉特（异色）,Ⅰ阶,电,原始形态,原始形态,是,NO205_拉特（异色）.png,/icons/NO205_%E6%8B%89%E7%89%B9%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/2/21/hrrf9oeuxkkd92xul8hegie4ahk0enj.png,https://wiki.biligame.com/rocom/%E6%8B%89%E7%89%B9
NO.206,酷拉,最终形态,电,原始形态,原始形态,是,NO206_酷拉.png,/icons/NO206_%E9%85%B7%E6%8B%89.png,https://patchwiki.biligame.com/images/rocom/8/8e/f72t0l1mbisw4ehkivz7pdpbcqkosus.png,https://wiki.biligame.com/rocom/%E9%85%B7%E6%8B%89
NO.206,酷拉（异色）,最终形态,电,原始形态,原始形态,是,NO206_酷拉（异色）.png,/icons/NO206_%E9%85%B7%E6%8B%89%EF%BC%88%E5%BC%82%E8%89%B2%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/b/b0/0a4re28no5axjfaazy5qpysri7a42jp.png,https://wiki.biligame.com/rocom/%E9%85%B7%E6%8B%89
NO.207,闪电环,Ⅰ阶,电,原始形态,原始形态,否,NO207_闪电环.png,/icons/NO207_%E9%97%AA%E7%94%B5%E7%8E%AF.png,https://patchwiki.biligame.com/images/rocom/b/b8/o9no3jygnit09u4bsn3o7ezrji62524.png,https://wiki.biligame.com/rocom/%E9%97%AA%E7%94%B5%E7%8E%AF
NO.208,刺电环,Ⅱ阶,电,原始形态,原始形态,否,NO208_刺电环.png,/icons/NO208_%E5%88%BA%E7%94%B5%E7%8E%AF.png,https://patchwiki.biligame.com/images/rocom/6/6e/3alwgp99gzkftk2qf4l1khkrfduszql.png,https://wiki.biligame.com/rocom/%E5%88%BA%E7%94%B5%E7%8E%AF
NO.209,荆棘电环,最终形态,电,原始形态,原始形态,否,NO209_荆棘电环.png,/icons/NO209_%E8%8D%86%E6%A3%98%E7%94%B5%E7%8E%AF.png,https://patchwiki.biligame.com/images/rocom/5/57/jpk5furnkwy92gmzsrbhmlk1i6tok09.png,https://wiki.biligame.com/rocom/%E8%8D%86%E6%A3%98%E7%94%B5%E7%8E%AF
NO.210,小箱怪,Ⅰ阶,"机械, 幻",原始形态,原始形态,否,NO210_小箱怪.png,/icons/NO210_%E5%B0%8F%E7%AE%B1%E6%80%AA.png,https://patchwiki.biligame.com/images/rocom/0/0a/ocy3pzt2cn0mmx85cm8is2ulwy8s2ii.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%AE%B1%E6%80%AA
NO.211,迷迷箱怪,最终形态,"机械, 幻",原始形态,原始形态,否,NO211_迷迷箱怪.png,/icons/NO211_%E8%BF%B7%E8%BF%B7%E7%AE%B1%E6%80%AA.png,https://patchwiki.biligame.com/images/rocom/0/01/g7z9d41f10oqqtxn42417tov8gcg4bo.png,https://wiki.biligame.com/rocom/%E8%BF%B7%E8%BF%B7%E7%AE%B1%E6%80%AA
NO.212,古钟蛇（本来的样子）,Ⅰ阶,"萌, 毒",原始形态,原始形态,否,NO212_古钟蛇（本来的样子）.png,/icons/NO212_%E5%8F%A4%E9%92%9F%E8%9B%87%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/1/16/hix4wlbyi39s3zqqpruq1n8z6rg7sc0.png,https://wiki.biligame.com/rocom/%E5%8F%A4%E9%92%9F%E8%9B%87%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.213,寒音蛇（本来的样子）,最终形态,"萌, 毒",原始形态,原始形态,否,NO213_寒音蛇（本来的样子）.png,/icons/NO213_%E5%AF%92%E9%9F%B3%E8%9B%87%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/9/9b/pij7rej26vdekdc90n4xaep64r1011l.png,https://wiki.biligame.com/rocom/%E5%AF%92%E9%9F%B3%E8%9B%87%EF%BC%88%E6%9C%AC%E6%9D%A5%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.214,矮脚爬爬,Ⅰ阶,虫,原始形态,原始形态,否,NO214_矮脚爬爬.png,/icons/NO214_%E7%9F%AE%E8%84%9A%E7%88%AC%E7%88%AC.png,https://patchwiki.biligame.com/images/rocom/4/4f/40765c203k2jjtugv9tbciczhr4jmxv.png,https://wiki.biligame.com/rocom/%E7%9F%AE%E8%84%9A%E7%88%AC%E7%88%AC
NO.215,恶魔红钻,最终形态,"虫, 恶",原始形态,原始形态,否,NO215_恶魔红钻.png,/icons/NO215_%E6%81%B6%E9%AD%94%E7%BA%A2%E9%92%BB.png,https://patchwiki.biligame.com/images/rocom/1/14/ow13sxw8jyv8sq7bhtvxn7yjl8mo88m.png,https://wiki.biligame.com/rocom/%E6%81%B6%E9%AD%94%E7%BA%A2%E9%92%BB
NO.216,火尾瓦特,Ⅰ阶,火,原始形态,原始形态,否,NO216_火尾瓦特.png,/icons/NO216_%E7%81%AB%E5%B0%BE%E7%93%A6%E7%89%B9.png,https://patchwiki.biligame.com/images/rocom/1/1d/9mmja7l04ln5fe2fn5dhql2nrh0tq4f.png,https://wiki.biligame.com/rocom/%E7%81%AB%E5%B0%BE%E7%93%A6%E7%89%B9
NO.217,火尾战士,Ⅱ阶,火,原始形态,原始形态,否,NO217_火尾战士.png,/icons/NO217_%E7%81%AB%E5%B0%BE%E6%88%98%E5%A3%AB.png,https://patchwiki.biligame.com/images/rocom/2/27/b2edc64erww7plxlp97ex8cc31jtsku.png,https://wiki.biligame.com/rocom/%E7%81%AB%E5%B0%BE%E6%88%98%E5%A3%AB
NO.218,烈火守护,最终形态,火,原始形态,原始形态,否,NO218_烈火守护.png,/icons/NO218_%E7%83%88%E7%81%AB%E5%AE%88%E6%8A%A4.png,https://patchwiki.biligame.com/images/rocom/3/36/8wp59h53ob7gllbz8yewg91ppibly6x.png,https://wiki.biligame.com/rocom/%E7%83%88%E7%81%AB%E5%AE%88%E6%8A%A4
NO.219,里拉鳐,最终形态,水,原始形态,原始形态,否,NO219_里拉鳐.png,/icons/NO219_%E9%87%8C%E6%8B%89%E9%B3%90.png,https://patchwiki.biligame.com/images/rocom/8/80/13gxjtrh4mt3mhyoc1is69gz7vfm3tv.png,https://wiki.biligame.com/rocom/%E9%87%8C%E6%8B%89%E9%B3%90
NO.220,海枝枝（碧蓝珊瑚）,最终形态,"水, 幽",原始形态,原始形态,否,NO220_海枝枝（碧蓝珊瑚）.png,/icons/NO220_%E6%B5%B7%E6%9E%9D%E6%9E%9D%EF%BC%88%E7%A2%A7%E8%93%9D%E7%8F%8A%E7%91%9A%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/5/5b/efwbtnaynmpx9y85y1obfzoch17c5do.png,https://wiki.biligame.com/rocom/%E6%B5%B7%E6%9E%9D%E6%9E%9D%EF%BC%88%E7%A2%A7%E8%93%9D%E7%8F%8A%E7%91%9A%EF%BC%89
NO.221,多西,Ⅰ阶,"机械, 地",原始形态,原始形态,否,NO221_多西.png,/icons/NO221_%E5%A4%9A%E8%A5%BF.png,https://patchwiki.biligame.com/images/rocom/9/94/hsqyxfmg0p0gz8s36uzb1b7ldd6etb1.png,https://wiki.biligame.com/rocom/%E5%A4%9A%E8%A5%BF
NO.222,库多西,Ⅱ阶,"机械, 地",原始形态,原始形态,否,NO222_库多西.png,/icons/NO222_%E5%BA%93%E5%A4%9A%E8%A5%BF.png,https://patchwiki.biligame.com/images/rocom/3/32/dfflnxnm50nqc08865hk3xkx7bgn2hj.png,https://wiki.biligame.com/rocom/%E5%BA%93%E5%A4%9A%E8%A5%BF
NO.223,波多西,最终形态,"机械, 地",原始形态,原始形态,否,NO223_波多西.png,/icons/NO223_%E6%B3%A2%E5%A4%9A%E8%A5%BF.png,https://patchwiki.biligame.com/images/rocom/9/9b/hxurck559b80j25wgnn3rnydhoupa4z.png,https://wiki.biligame.com/rocom/%E6%B3%A2%E5%A4%9A%E8%A5%BF
NO.224,小翼龙,Ⅰ阶,"龙, 翼",原始形态,原始形态,否,NO224_小翼龙.png,/icons/NO224_%E5%B0%8F%E7%BF%BC%E9%BE%99.png,https://patchwiki.biligame.com/images/rocom/1/18/4gm8dv39vje80wb9f9ri66pmdmb5zzw.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E7%BF%BC%E9%BE%99
NO.225,翼龙,最终形态,"龙, 翼",原始形态,原始形态,否,NO225_翼龙.png,/icons/NO225_%E7%BF%BC%E9%BE%99.png,https://patchwiki.biligame.com/images/rocom/5/55/bb3dr6l4zb07mt2rpg6euok2j54m82n.png,https://wiki.biligame.com/rocom/%E7%BF%BC%E9%BE%99
NO.226,电动长颈鹿,Ⅰ阶,电,原始形态,原始形态,否,NO226_电动长颈鹿.png,/icons/NO226_%E7%94%B5%E5%8A%A8%E9%95%BF%E9%A2%88%E9%B9%BF.png,https://patchwiki.biligame.com/images/rocom/9/95/hf6exuai3em02ggnvi6068tatwsg1co.png,https://wiki.biligame.com/rocom/%E7%94%B5%E5%8A%A8%E9%95%BF%E9%A2%88%E9%B9%BF
NO.227,奔乐鹿,Ⅱ阶,电,原始形态,原始形态,否,NO227_奔乐鹿.png,/icons/NO227_%E5%A5%94%E4%B9%90%E9%B9%BF.png,https://patchwiki.biligame.com/images/rocom/3/38/2ggk766trhcl4o1ubr9f26mtv4l32y2.png,https://wiki.biligame.com/rocom/%E5%A5%94%E4%B9%90%E9%B9%BF
NO.228,爵士鹿,最终形态,电,原始形态,原始形态,否,NO228_爵士鹿.png,/icons/NO228_%E7%88%B5%E5%A3%AB%E9%B9%BF.png,https://patchwiki.biligame.com/images/rocom/a/a6/jcxy6nsrryijb047juj3qhxe55oi58z.png,https://wiki.biligame.com/rocom/%E7%88%B5%E5%A3%AB%E9%B9%BF
NO.229,缇塔,Ⅰ阶,机械,原始形态,原始形态,否,NO229_缇塔.png,/icons/NO229_%E7%BC%87%E5%A1%94.png,https://patchwiki.biligame.com/images/rocom/3/3a/lhlbu3zg39lvfpso57ww4iks9u2snxm.png,https://wiki.biligame.com/rocom/%E7%BC%87%E5%A1%94
NO.230,声波缇塔,最终形态,机械,原始形态,原始形态,否,NO230_声波缇塔.png,/icons/NO230_%E5%A3%B0%E6%B3%A2%E7%BC%87%E5%A1%94.png,https://patchwiki.biligame.com/images/rocom/7/74/4k4r9jprm32qjya3epducxn4m8q79al.png,https://wiki.biligame.com/rocom/%E5%A3%B0%E6%B3%A2%E7%BC%87%E5%A1%94
NO.231,小鹬,Ⅰ阶,翼,原始形态,原始形态,否,NO231_小鹬.png,/icons/NO231_%E5%B0%8F%E9%B9%AC.png,https://patchwiki.biligame.com/images/rocom/6/63/f0h0ppr6wbkwlg961g5mnqenog6ai1j.png,https://wiki.biligame.com/rocom/%E5%B0%8F%E9%B9%AC
NO.232,鄙目鹬,Ⅱ阶,翼,原始形态,原始形态,否,NO232_鄙目鹬.png,/icons/NO232_%E9%84%99%E7%9B%AE%E9%B9%AC.png,https://patchwiki.biligame.com/images/rocom/0/06/sufpzi1hnwdcjr06orzhbmb9zkfve3p.png,https://wiki.biligame.com/rocom/%E9%84%99%E7%9B%AE%E9%B9%AC
NO.233,高脚鹬,最终形态,翼,原始形态,原始形态,否,NO233_高脚鹬.png,/icons/NO233_%E9%AB%98%E8%84%9A%E9%B9%AC.png,https://patchwiki.biligame.com/images/rocom/b/b5/3wf0lz4sibzzvc7xc2c9t5c7oyyg4m4.png,https://wiki.biligame.com/rocom/%E9%AB%98%E8%84%9A%E9%B9%AC
NO.234,脆筒甜甜,Ⅰ阶,冰,原始形态,原始形态,否,NO234_脆筒甜甜.png,/icons/NO234_%E8%84%86%E7%AD%92%E7%94%9C%E7%94%9C.png,https://patchwiki.biligame.com/images/rocom/9/99/hkgrj5vqlslmwxcq1hw8rkaoijy2wc9.png,https://wiki.biligame.com/rocom/%E8%84%86%E7%AD%92%E7%94%9C%E7%94%9C
NO.235,香草甜甜,Ⅱ阶,冰,原始形态,原始形态,否,NO235_香草甜甜.png,/icons/NO235_%E9%A6%99%E8%8D%89%E7%94%9C%E7%94%9C.png,https://patchwiki.biligame.com/images/rocom/a/ab/3dmpl7qddfrhwbooues79boe1ndw1en.png,https://wiki.biligame.com/rocom/%E9%A6%99%E8%8D%89%E7%94%9C%E7%94%9C
NO.236,圣代甜甜,最终形态,冰,原始形态,原始形态,否,NO236_圣代甜甜.png,/icons/NO236_%E5%9C%A3%E4%BB%A3%E7%94%9C%E7%94%9C.png,https://patchwiki.biligame.com/images/rocom/c/ca/73y6hx9ejbcli53vysobr9g1wty7utz.png,https://wiki.biligame.com/rocom/%E5%9C%A3%E4%BB%A3%E7%94%9C%E7%94%9C
NO.237,刺轮砣（上弦的样子）,Ⅰ阶,"毒, 萌",原始形态,原始形态,否,NO237_刺轮砣（上弦的样子）.png,/icons/NO237_%E5%88%BA%E8%BD%AE%E7%A0%A3%EF%BC%88%E4%B8%8A%E5%BC%A6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/2/20/2xrf1upw8x8qbmtj94s02yesvzter32.png,https://wiki.biligame.com/rocom/%E5%88%BA%E8%BD%AE%E7%A0%A3%EF%BC%88%E4%B8%8A%E5%BC%A6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.238,月亮砣（上弦的样子）,最终形态,"毒, 萌",原始形态,原始形态,否,NO238_月亮砣（上弦的样子）.png,/icons/NO238_%E6%9C%88%E4%BA%AE%E7%A0%A3%EF%BC%88%E4%B8%8A%E5%BC%A6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89.png,https://patchwiki.biligame.com/images/rocom/5/57/g05gs80tzawvv41wkfo6r8cuf1tuue9.png,https://wiki.biligame.com/rocom/%E6%9C%88%E4%BA%AE%E7%A0%A3%EF%BC%88%E4%B8%8A%E5%BC%A6%E7%9A%84%E6%A0%B7%E5%AD%90%EF%BC%89
NO.239,豆丁鱼,Ⅰ阶,"水, 龙",原始形态,原始形态,否,NO239_豆丁鱼.png,/icons/NO239_%E8%B1%86%E4%B8%81%E9%B1%BC.png,https://patchwiki.biligame.com/images/rocom/8/84/l03hb24992kdwomhy0qfjjynend0qdc.png,https://wiki.biligame.com/rocom/%E8%B1%86%E4%B8%81%E9%B1%BC
NO.240,快鳍鱼,Ⅱ阶,"水, 龙",原始形态,原始形态,否,NO240_快鳍鱼.png,/icons/NO240_%E5%BF%AB%E9%B3%8D%E9%B1%BC.png,https://patchwiki.biligame.com/images/rocom/6/63/408ag6ovu931hssd7kstv1bemj4ltgc.png,https://wiki.biligame.com/rocom/%E5%BF%AB%E9%B3%8D%E9%B1%BC
NO.241,龙鱼,最终形态,"水, 龙",原始形态,原始形态,否,NO241_龙鱼.png,/icons/NO241_%E9%BE%99%E9%B1%BC.png,https://patchwiki.biligame.com/images/rocom/1/1b/9pwwn6fecfi32vefzwgmfcpftbkfvxi.png,https://wiki.biligame.com/rocom/%E9%BE%99%E9%B1%BC
NO.242,胆小鳗鱼,Ⅰ阶,"电, 水",原始形态,原始形态,否,NO242_胆小鳗鱼.png,/icons/NO242_%E8%83%86%E5%B0%8F%E9%B3%97%E9%B1%BC.png,https://patchwiki.biligame.com/images/rocom/6/65/sexctmvdy5pnj2fgqdue7sovqn9cw4z.png,https://wiki.biligame.com/rocom/%E8%83%86%E5%B0%8F%E9%B3%97%E9%B1%BC
NO.243,闪电鳗鱼,最终形态,"电, 水",原始形态,原始形态,否,NO243_闪电鳗鱼.png,/icons/NO243_%E9%97%AA%E7%94%B5%E9%B3%97%E9%B1%BC.png,https://patchwiki.biligame.com/images/rocom/c/cf/tfvre4g1cbdv74tv7wydn5udn5gtdiv.png,https://wiki.biligame.com/rocom/%E9%97%AA%E7%94%B5%E9%B3%97%E9%B1%BC
NO.244,翡翠水母,Ⅰ阶,"水, 毒",原始形态,原始形态,否,NO244_翡翠水母.png,/icons/NO244_%E7%BF%A1%E7%BF%A0%E6%B0%B4%E6%AF%8D.png,https://patchwiki.biligame.com/images/rocom/f/f3/qtg8mg0mxy7370rpc9eohcwcgsw0k05.png,https://wiki.biligame.com/rocom/%E7%BF%A1%E7%BF%A0%E6%B0%B4%E6%AF%8D
NO.245,琉璃水母,最终形态,"水, 毒",原始形态,原始形态,否,NO245_琉璃水母.png,/icons/NO245_%E7%90%89%E7%92%83%E6%B0%B4%E6%AF%8D.png,https://patchwiki.biligame.com/images/rocom/d/de/k7nubtsz7deg1n4u2a960xgw7z7awlo.png,https://wiki.biligame.com/rocom/%E7%90%89%E7%92%83%E6%B0%B4%E6%AF%8D
NO.246,裘洛,Ⅰ阶,毒,原始形态,原始形态,否,NO246_裘洛.png,/icons/NO246_%E8%A3%98%E6%B4%9B.png,https://patchwiki.biligame.com/images/rocom/9/9c/ai2ivunxg0fjwnzy552j6bsq1nh5qr4.png,https://wiki.biligame.com/rocom/%E8%A3%98%E6%B4%9B
NO.247,裘力,Ⅱ阶,毒,原始形态,原始形态,否,NO247_裘力.png,/icons/NO247_%E8%A3%98%E5%8A%9B.png,https://patchwiki.biligame.com/images/rocom/d/d3/qw6krqyuqrdgd4nlois0j77f8ekasdu.png,https://wiki.biligame.com/rocom/%E8%A3%98%E5%8A%9B
NO.248,裘卡,最终形态,毒,原始形态,原始形态,否,NO248_裘卡.png,/icons/NO248_%E8%A3%98%E5%8D%A1.png,https://patchwiki.biligame.com/images/rocom/a/a9/1bccpd3l1t66oy3lwk44wzr3pqsj9y2.png,https://wiki.biligame.com/rocom/%E8%A3%98%E5%8D%A1
NO.249,可爱猿,Ⅰ阶,火,原始形态,原始形态,否,NO249_可爱猿.png,/icons/NO249_%E5%8F%AF%E7%88%B1%E7%8C%BF.png,https://patchwiki.biligame.com/images/rocom/e/e0/1xsbef59im08o1aui67cvgqp9nr1a58.png,https://wiki.biligame.com/rocom/%E5%8F%AF%E7%88%B1%E7%8C%BF
